ISBN;Title;Author;Year;Publisher
2290305251;A rebrousse-temps;Philip K. Dick;1999;J'ai lu
2070364283;La Perle;John Steinbeck;1973;Gallimard
2266128566;Le Meilleur des mondes;Aldous Huxley;2002;Pocket
2070363104;Histoires Extraordinaires;Edgar Allan Poe;0;Gallimard French
2253152277;VÃ?Â©ronika dÃ?Â©cide de mourir;Paulo Coelho;2002;LGF
2207252000;La Maison des feuilles;Mark Z. Danielewski;2002;DenoÃ?Â«l
2253170453;Risque mortel;Robin Cook;1998;LGF
2723409821;Balade au bout du monde, tome 4 : La pierre de folie;Laurent Vicomte;1993;GlÃ?Â©nat
2070415686;Le Guide galactique, tome 1;Jean Bonnefoy;2000;Gallimard
2258036992;La porte obscure;Philip K. (Philip Kindred) Dick;1994;Presses de la CitÃ?Â©
2207251756;Nouvelles : tome 2, 1953-1981;Philip Kindred Dick;2000;DenoÃ?Â«l
2266000489;La Nuit Des Temps;Rene Barjavel;0;Presses De La Cite French
2070360423;LA Peste (Folio Series: No. 42);Albert Camus;1985;Distribooks
394822862;"Bears in the Night (Bright &amp; Early Books)";Stan Berenstain;1971;Random House
874493803;A First Book of Shapes (Preschool Dinosaur Playhouse);A. J. Wood;1988;Modern Publishing
1569870942;Edgar the Lion Who Would Be a Good King;Sunny Griffin;1993;Landoll
1579730272;The Not-So-Perfect Picnic;Disney Enterprises Inc;1998;Advance Publishers LLC
307177092;Peters Welcom Tell a Tale Book;Maida Silverman;0;Golden Books
2253004898;Guerre De Troie N'Aura Pas Lieu;Jean Giraudoux;2001;Distribooks Inc
812094271;Miro (Famous Artists);Nicholas Ross;1995;Barron's Educational Series
380600129;The Indian in the Cupboard;Lynne Reid Banks;1999;HarperTrophy
451522389;The Time Machine and the Invisible Man;H. G. Wells;1984;Signet Classics
425169324;Sworn to Defend;Carolyn Wheat;1999;Berkley Publishing Group
082176828X;What You Wish for;Fern Michaels;2001;Zebra Books
316693324;When the Wind Blows;James Patterson;1998;Replica Books
553283685;Hyperion;DAN SIMMONS;1990;Bantam
1841215457;Dad Alert! (Orchard Red Apple S.);Ros Stanley;2000;Orchard Books
64410358;No Survivors (Nightmare Room Thrillogy, 3);R. L. Stine;2001;Avon Books
7108648;Whizzard (Tales of the Dark Forest S.);Steve Barlow;2003;Trafalgar Square Books
64472930;Circle of Three #3: Second Sight (Circle of Three);Isobel Bird;2001;Avon
590629824;The Capture (Animorphs (Paperback Numbered));Katherine Applegate;1997;Scholastic
743412273;Pet Sematary;Stephen King;2001;Pocket
8420725927;Lazarillo De Tormes (Biblioteca Didactica Anaya);Anonimo;1998;Continental Book Company
140089586;The Second Rumpole Omnibus (Crime Monthly);John Mortimer;1989;Penguin Books
316140651;Johnny Long Legs (Matt Christopher Sports Classics);Matthew F Christopher;1988;Little, Brown
1559277785;Full House;Janet Evanovich;2002;Audio Renaissance
345367898;Witching Hour (Lives of the Mayfair Witches);Anne Rice;1991;Ballantine Books
205280854;Including Students with Special Needs: A Practical Guide for Classroom Teachers;Marilyn Penovich Friend;1998;Prentice Hall
553110721;House Harkonnen (Dune: House Trilogy, Book 2);Brian Herbert;2000;Bantam Books
1558534245;Sailing on the Ice: And Other Stories from the Old Squire's Farm;C. A. Stephens;1996;Thomas Nelson Inc
553580272;House Atreides (Dune: House Trilogy, Book 1);Brian Herbert;2000;Spectra Books
1560980087;Bertha Lum (American Printmakers);Mary Evans O'Keefe Gravalos;1991;Smithsonian Inst Pr
679412271;Where the Suckers Moon: An Advertising Story;Randall Rothenberg;1994;Alfred A. Knopf
803281730;The Rocky Mountain Wonderland;Enos A. Mills;1991;Univ of Nebraska Pr
345396529;First King of Shannara;Terry Brooks;1996;Ballantine Books
440455332;Me and My Little Brain;JOHN FITZGERALD;1972;Yearling
1860462995;The Swan: A Novel;Sebastiano Vassalli;1998;Harvill Press
679452281;Asylum;Patrick McGrath;1997;Random House Inc
811807150;Swimmer in the Secret Sea: Novella;William Kotzwinkle;1994;Chronicle Books Llc
393029190;And the Sea Will Tell;Vincent Bugliosi;1991;"W W Norton &amp; Co Inc"
385425686;Fishboy: A Ghost's Story;Mark Richard;1994;Anchor
312169655;Popcorn;Ben Elton;1997;Thomas Dunne Books
785324712;All New Great American Favorite Brand Name Cookbook;Ltd Editorial Staff Publication International;1997;Publications International
449912558;The Sparrow;MARY DORIA RUSSELL;1997;Fawcett Books
934257345;Glad Rags;MacDonald Harris;1991;Story Line Press
312205872;Slightly  Chipped: Footnotes in Booklore;Lawrence Goldstone;1999;St Martins Pr
670867144;The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life;Leslie Land;1996;Viking Books
805051732;"The Word \Desire\""""";Rikki Ducornet;1997;"Henry Holt &amp; Company"
449300021;Les Miserables;VICTOR HUGO;1982;Fawcett
684835983;Before I Say Good-Bye : A Novel;Mary Higgins Clark;2000;"Simon &amp; Schuster"
440226430;Summer Sisters;Judy Blume;1999;Dell Publishing Company
385721358;Look at Me;Jennifer Egan;2002;Anchor Books/Doubleday
031231616X;I Capture the Castle;Dodie Smith;2003;St. Martin's Griffin
764504509;PowerPoint 2000 for Windows for Dummies;Doug  Lowe;1999;For Dummies
089480829X;What to Expect When You're Expecting (Revised Edition);Arlene Eisenberg;1996;Workman Pub Co
767912233;Babyville;JANE GREEN;2003;Broadway
971453217;On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .);Gary Ezzo;2001;"Hawks Flight &amp; Association"
971453209;On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide;Gary Ezzo;2001;"Hawks Flight &amp; Association"
785268030;"Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>";Dennis Rainey;2000;Nelson Books
743201736;The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too;David Gardner;2001;Fireside
894805770;What to Expect the First Year;Arlene Eisenberg;1989;Workman Publishing
440177499;Snow Queen;Joan D. Vinge;1984;Bantam Doubleday Dell
553232053;Tea with the Black Dragon;R. A. MacAvoy;1983;Bantam Books
312269102;Tattoo Girl;Brooke Stevens;2001;St. Martin's Griffin
62502174;The Alchemist: A Fable About Following Your Dream;Paulo Coelho;1993;HarperSanFrancisco
688177751;Miss Julia Speaks Her Mind : A Novel;Ann B. Ross;2000;Perennial
345438329;Big Stone Gap: A Novel (Ballantine Reader's Circle);Adriana Trigiani;2001;Ballantine Books
345401123;Your Blues Ain't Like Mine;BEBE MOORE CAMPBELL;1995;Ballantine Books
1593160151;Use What You've Got, and Other Business Lessons I Learned from My Mom;Barbara Corcoran;2003;"Listen &amp; Live Audio"
1593160127;Nina: Adolescence;Amy Hassinger;2003;"Listen &amp; Live Audio"
451209435;Fear of Flying;Erica Jong;2003;New American Library
1551669501;Diamond Spur;Diana Palmer;2002;Mira
375707972;The Reader;Bernhard Schlink;1999;Vintage Books USA
618126988;The Silmarillion;J.R.R. Tolkien;2001;Houghton Mifflin
60094850;The Torn Skirt;Rebecca Godfrey;2002;Perennial
60192305;There's a Spiritual Solution to Every Problem;Wayne W. Dyer;2001;HarperCollins
142000361;"The Florabama Ladies' Auxiliary &amp; Sewing Circle";Lois Battle;2002;Penguin Books
872860175;Howl and Other Poems (Pocket Poets);Allen Ginsberg;1956;City Lights Publishers
031219126X;Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism);Mary Wollstonecraft Shelley;2000;Bedford Books
20518609;Short Stories of Ernest Hemingway (A Scribner classic);Ernest Hemingway;1987;"Simon &amp; Schuster"
345446860;Back When We Were Grownups : A Novel (Ballantine Reader's Circle);ANNE TYLER;2002;Ballantine Books
446310492;To Kill a Mockingbird;Harper Lee;1985;Warner Books
037348285X;Birds Bees And Babies 1994;Nora Roberts;1994;Silhouette
515090506;The Cat Who Played Brahms;Lilian Jackson Braun;1997;Jove Books
399145087;Black Notice;Patricia Daniels Cornwell;1999;Putnam Pub Group
812590244;Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback));Andrew M. Greeley;2001;Forge
963641328;Totally Useless Office Skills: 75 Great Ways to Play at Work;Rick Davis;1997;Hobblebush Books
1574551108;Catechism of the Catholic Church;Catholic Church;2000;USCCB
879739304;Father McBride's Family Catechism: Based on the Catechism of the Catholic Church;Alfred McBride;1997;Our Sunday Visitor
965712516;The Missionary's Catechism;Russell L. Ford;1998;US
670829943;The Enthusiasms of Roberston Davies;Robertson Davies;1990;Penguin USA
60192119;As Nature Made Him: The Boy Who Was Raised As a Girl;John Colapinto;2000;HarperCollins Publishers
836218256;Something Under the Bed Is Drooling;Bill Watterson;1988;Andrews McMeel Publishing
898707129;The War Against Population: The Economics and Ideology of Population Control;Jacqueline Kasun;1999;Ignatius Press
805420460;Mere Christianity;C. S. Lewis;2000;"Broadman &amp; Holman Pub"
140140352;Haroun and the Sea of Stories;Salman Rushdie;1991;Penguin Putnam~trade
1575666529;Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.);Leslie Meier;2001;Kensington Publishing Corporation
312990456;One for the Money (A Stephanie Plum Novel);Janet Evanovich;2003;St. Martin's Paperbacks
440221102;The Complete Book of Food Counts (Complete Book of Food Counts);Corinne T. Netzer;1998;Dell
316969680;The Beach House;James Patterson;2002;Little, Brown
8807015293;Bar sport duemila (I narratori/Feltrinelli);Stefano Benni;1997;Feltrinelli
881787017X;Senza Sangue;Alessandro Baricco;2002;Rizzoli Publications
449207463;Superior Women;Alice Adams;1993;Fawcett Books
689109865;The BOOK OF BEBB;Frederick Buechner;1979;Scribner
3518368540;Homo Faber;Max Frisch;0;Distribooks Int'l+inc
312423209;"Mason &amp; Dixon";Thomas Pynchon;2004;Picador
141180633;Vineland;Thomas Pynchon;1997;Penguin Books
140283382;Gravity's Rainbow;Thomas Pynchon;2000;Penguin Books
786248688;The Book of Illusions (Thorndike Americana);Paul Auster;2003;Thorndike Press
773762078;Maiden of the Mist: A Legend of Niagara Falls;Veronika Martenova Charles;2001;Stoddart Kids
884041093;Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics;L. Ron Hubbard;1982;Bridge Publications
884040801;Self Analysis;Ron L. Hubbard;1982;Bridge Pubns
786887842;Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time;Doris Pilkington;2002;Miramax
450542912;Rain Uk;Stephen Gallagher;0;Trafalgar Square
192817264;Kidnapped and Catriona (World Classics);Robert Louis Stevenson;1986;Oxford University Press
751522732;Shes Leaving Home;Edwina Currie;2001;Little Brown UK Ltd
91850401;South Seas Myths and Legends (Myths and Legends Series);Donald A. Mackenzie;1996;Trafalgar Square
1853260312;20,000 Leagues Under the Sea (Wordsworth Collection);Jules Verne;1998;NTC/Contemporary Publishing Company
140016821;Cider With Rosie;Laurie Lee;1978;Penguin USA
440418569;The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN;2003;Yearling
786014210;Darkness;Sam Siciliano;2001;Kensington Publishing Corporation
441005667;Forever Peace (Remembering Tomorrow);Joe Haldeman;1998;Ace Books
553259830;Battle Cry;Leon Uris;1982;Bantam Books
312965338;The Climb: Tragic Ambitions on Everest;Anatoli Boukreev;1998;St. Martin's Press
1888740051;Climbing Mt. Shasta: Route 1, Avalanche Gulch;Steve Lewis;1996;Photografix
61008028;Fighter: The True Story of the Battle of Britain;Len Deighton;1994;Harper Mass Market Paperbacks (Mm)
1931646384;Never Act Your Age: Play the Happy Childlike Role Well at Every Age;Dale L. Anderson;2002;Beaver's Pond Press
399501487;Lord of the Flies;William Gerald Golding;1959;Perigee Trade
157566559X;The Biograph Girl;William J. Mann;2000;Kensington Publishing Corp.
3423125551;Sofies Welt;Jostein Gaarder;1999;Deutscher Taschenbuch Verlag
60514949;Dead Ringer;Lisa Scottoline;2004;HarperTorch
425188361;Cerulean Sins: An Anita Blake, Vampire Hunter Novel;Laurell K. Hamilton;2003;Berkley Publishing Group
66210151;The Book of Shadows: A Novel;James Reese;2002;William Morrow
395177111;The Hobbit (Leatherette Collector's Edition);J. R. R. Tolkien;1973;Houghton Mifflin Company
375411992;Blackwood Farm (The Vampire Chronicles);Anne Rice;2002;Alfred A. Knopf
60287802;Judge Judy Sheindlin's Win or Lose by How You Choose;Judge Judy Sheindlin;2000;HarperCollins
3442730066;Vishnus Tod.;Manil Suri;2002;Btb Bei Goldmann
394718968;Plays by and about Women;VICTORIA SULLIVAN;1974;Vintage
192820753;The New Oxford Book of Light Verse (Oxford paperbacks);Kingsley Amis;1987;Oxford Univ Pr
671744003;AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER;Dale Cooper;1991;Pocket
3596129389;Die Zauberfrau.;Hera Lind;1995;Fischer (Tb.), Frankfurt
915308789;The Graywolf Annual Two : Short Stories by Women (Graywolf Annual);Scott Walker;1986;Graywolf Press
3423620196;Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.;Catherine Clement;2000;Dtv
743203313;The Blackwater Lightship: A Novel;Colm Toibin;2001;Scribner
425177173;Atlantis Found;Clive Cussler;2001;Berkley Publishing Group
425172554;Primary Target;Joe Weber;1999;Berkley Publishing Group
440224764;The Partner;John Grisham;1998;Dell Publishing Company
553572997;The Alienist;Caleb Carr;1995;Bantam Books
034543076X;Manifold: Time (Manifold (Paperback));Stephen Baxter;2000;Del Rey Books
380727501;Notes from a Small Island;Bill Bryson;1997;Perennial
312423799;Dry : A Memoir;Augusten Burroughs;2004;Picador
743249887;Welcome to Higby : A Novel;Mark Dunn;2003;Touchstone
316089745;The Wooden Nickel: A Novel;William Carpenter;2003;Back Bay Books
037542217X;The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency;Alexander McCall Smith;2003;Pantheon
345440773;The Redemption of Althalus;David Eddings;2000;Del Rey
440208912;Harvest;BELVA PLAIN;1991;Dell
61093106;Red, White and Blue : A Novel;Susan Isaacs;1999;HarperTorch
373218192;Engaging The Enemy;Nora Roberts;2003;Silhouette
515120006;Holding the Dream (Dream Trilogy);Nora Roberts;2001;Jove Books
515127396;The Cat Who Saw Stars (Cat Who... (Paperback));Lilian Jackson Braun;2000;Jove Books
345433084;The Syndrome : A Thriller;John Case;2001;Ballantine Books
345416260;Pope Joan (Ballantine Reader's Circle);Donna Woolfolk Cross;1996;Ballantine Books
385494785;Into Thin Air : A Personal Account of the Mt. Everest Disaster;JON KRAKAUER;1999;Anchor
385486804;Into the Wild;Jon Krakauer;1997;Anchor
385512104;The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13);Mark Haddon;2003;Doubleday
1555973981;Baby B;Michael Ryan;2004;Graywolf Press
451180208;Material Witness;Robert K. Tanenbaum;1994;Signet Book
089587198X;Great Bike Rides in and Around Winston-Salem;Judi Lawson Wallace;2000;John F. Blair Publisher
198811020;Metaphysical Lyrics Poems 17 Cen;Grierson;1997;Oxford University Press
525237704;World According to Garp: A Novel;John Irving;1978;Penguin USA
039914255X;Eat Right for Your Type;Peter J. D'Adamo;1996;G. P. Putnam's Sons
340649763;Dancing at the Victory Cafe: A Novel with Recipes;Helene Wiggin;1995;"Hodder &amp; Stoughton General Division"
440236673;The Brethren;John Grisham;2000;Island
553295071;Sliver: A Novel;Ira Levin;1993;Bantam Books
316291161;The French Lieutenant's Woman (French Lieutenant's Woman);John Fowles;1998;Back Bay Books
449208397;If Life Is a Bowl of Cherries What Am I Doing in the Pits;Erma Bombeck;1990;Fawcett Books
1590171012;"The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp; Sam Sawnoff (New York Review Children's Collection)";Norman Lindsay;2004;New York Review Children's Collection
60505273;The Sewing Circles of Herat : A Personal Voyage Through Afghanistan;Christina Lamb;2004;Perennial
752999958;Jurassic Park/Congo;Crichton Michael;1997;Random House UK Ltd (A Division of Random House Group)
702229962;Setting Out on the Voyage: The World of an Incorrigible Adventurer;Nancy Creagh Phelan;1998;University of Queensland Pr (Australia)
679771476;The Law of Similars;CHRIS BOHJALIAN;2000;Vintage
684848597;People of the Lie;M. Scott Peck;1998;Touchstone
031215125X;The Far Pavilions;M. M. Kaye;1997;St. Martin's Press
64405176;Walk Two Moons;Sharon Creech;1996;HarperTrophy
684821192;Ramses the Son of Light;Christian Jacq;0;Simon Schuster Trade
61056871;Independence Day;Dean Devlin;1996;HarperEntertainment
590988301;Pet-Rified!;Dean Marney;1997;Scholastic
883659654;The Company of Cats : 20 Contemporary Stories of Family Cats;Michael J. Rosen;2004;Galahad
440235162;The Smoke Jumper;Nicholas Evans;2002;Dell Publishing Company
076790382X;I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away;Bill Bryson;2000;Broadway Books
330357808;Marilyn's almost terminal New York adventure;Justine Ettler;1996;Picador
425158616;Cause of Death;Patricia Daniels Cornwell;1997;Berkley Publishing Group
676974562;Atonement;Ian McEwan;2002;Random House
307001385;Whispering Rabbit, The;Margaret Wise Brown;1992;Golden Books
595157939;The Mystery of the Poison Arrow Tree;Shel Arensen;2001;Authors Choice Press
702231088;Sally Marshall Is Not an Alien (Uqp Storybridge Series);Amanda McKay;1999;Intl Specialized Book Service Inc
140143599;Cantor's Dilemma;Carl Djerassi;1991;Penguin Books
62502182;The Alchemist: A Fable About Following Your Dream;Paulo Coelho;1995;HarperSanFrancisco
60175400;The Poisonwood Bible;Barbara Kingsolver;1999;HarperCollins
1573221775;My Dream of You;Nuala O'Faolain;2001;Riverhead Books
913367044;The Case for Christ : A Journalist's Personal Investigation of the Evidence for Jesus;Lee Strobel;1998;Zondervan Publishing House
1888698357;The Mighty 'Mox: The 75th Anniversary History of the People, Stories, and Events That Made Kmox a Radio Giant;Sally Rains;2000;Diamond Communications
913367176;Stories for the Faithful Heart;various authors;2000;Graham, Billy Evangelistic Association
933121245;Book of African Names;Osuntoki;1990;Black Classic Press
312168144;The Climb: Tragic Ambitions on Everest;Anatoli Boukreev;1997;St Martins Pr
451528182;Sir Gawain and the Green Knight (Signet Classics (Paperback));Burton Raffel;2001;Signet Book
671537458;Waiting to Exhale;Terry McMillan;1995;Pocket
786014741;Body Double;Don Lassiter;2002;Zebra Books
